,id,filename_ndwi,filename_cloud,id.1,date,dir,dir_ndwi,dir_cloud,event,state,county,latitude,longitude,note,source,event_day,period,cluster_pixel_count_default,n_clusters_default,flooded_cluster_default,cluster_pixel_count_pca_i,n_clusters_pca_i,n_components_pca_i,flooded_cluster_pca_i,explained_variance_pca_i,inertia_result_pca_i,n_clusters_list_pca_i,cluster_pixel_count_flowline_pca_i,n_clusters_flowline_pca_i,n_components_flowline_pca_i,flooded_cluster_flowline_pca_i,explained_variance_flowline_pca_i,inertia_result_flowline_pca_i,n_clusters_list_flowline_pca_i,cluster_pixel_count_ndwi_pca_i,n_clusters_ndwi_pca_i,n_components_ndwi_pca_i,flooded_cluster_ndwi_pca_i,explained_variance_ndwi_pca_i,inertia_result_ndwi_pca_i,n_clusters_list_ndwi_pca_i,cluster_pixel_count_features_pca_i,n_clusters_features_pca_i,n_components_features_pca_i,flooded_cluster_features_pca_i,explained_variance_features_pca_i,inertia_result_features_pca_i,n_clusters_list_features_pca_i,ndwi_pixels
48,TMVC3_39_20230706T153819_20230706T155055_T18TXM_VIS.tif,TMVC3_39_20230706T153819_20230706T155055_T18TXM_NDWI.tif,TMVC3_39_20230706T153819_20230706T155055_T18TXM_CLOUD.tif,TMVC3_39,20230706,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,CT,Hartford,41.9873186,-72.6058333333333,"[{""Statement"":""Significant and widespread flooding along the river can be expected from the Massachusetts towns of Agawam and Longmeadow, through the northern Connecticut towns of Suffield and Enfield."",""Value"":18},{""Statement"":""Flooding will become more widespread along the Connecticut River from the Massachusetts towns of Agawam and Longmeadow, through the northern Connecticut towns of Suffield and Enfield."",""Value"":17},{""Statement"":""Flooding impacts low lying areas along the Connecticut River from the Massachusetts towns of Agawam and Longmeadow, through the northern Connecticut towns of Suffield and Enfield."",""Value"":16},{""Statement"":""Lowland flooding will begin along the Connecticut River near Thompsonville."",""Value"":15}]",gauge,2023-07-12,before flood,"{'cluster_0': 985217, 'cluster_1': 409356, 'cluster_2': 10830}",3,0,"{'cluster_0': 981761, 'cluster_1': 11083, 'cluster_2': 412559}",3,1,0,"[0.9596575706595367, 0.9833180649710132, 0.9999999999999999]","[1969156.7471639412, 876389.4143693876, 491258.22757058335, 313511.74867253524, 217129.58580109067]","[2, 3, 4, 5, 6]","{'cluster_0': 979111, 'cluster_1': 411647, 'cluster_2': 11044, 'cluster_3': 3601}",4,2,0,"[0.7201112339705741, 0.9698028479988545, 0.987513500659527, 1.0]","[3373853.005283767, 2280670.328417826, 876374.3148902737, 491603.17443584977, 313971.50927846227]","[2, 3, 4, 5, 6]","{'cluster_0': 939493, 'cluster_1': 10525, 'cluster_2': 406868, 'cluster_3': 48517}",4,2,3,"[0.7232604091031204, 0.97214818682712, 0.9891415098786971, 1.0000000000000002]","[3995848.7492111046, 2182739.834559866, 1016773.9349046063, 923014.1984290524, 547411.3379929527]","[2, 3, 4, 5, 6]","{'cluster_0': 1080498, 'cluster_1': 321304, 'cluster_2': 3601}",3,3,0,"[0.5788160884941441, 0.7981034157600188, 0.9777250341863646, 0.991315294276331, 1.0]","[4792709.619167006, 3375335.6255953275, 2215172.1847336055, 1039919.9610674147, 666763.6338977744]","[2, 3, 4, 5, 6]",53919
49,45359_20230711T153821_20230711T154201_T18TXP_VIS.tif,45359_20230711T153821_20230711T154201_T18TXP_NDWI.tif,45359_20230711T153821_20230711T154201_T18TXP_CLOUD.tif,45359,20230711,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,VT,Addison,43.97122071,-73.09746397,Wooden stake with white HWM disc 200 ft DS of bridge and 10 ft from LB,stn,2023-07-10 to 2023-07-11,during flood,"{'cluster_0': 274704, 'cluster_1': 1105046, 'cluster_2': 7085}",3,1,"{'cluster_0': 348533, 'cluster_1': 992882, 'cluster_2': 4705, 'cluster_3': 40715}",4,1,1,"[0.9501224163138032, 0.9838904608241, 1.0]","[1983320.27031696, 959444.3591792149, 470906.04409896035, 313799.98476624605, 227264.57252747484]","[2, 3, 4, 5, 6]","{'cluster_0': 259743, 'cluster_1': 1118915, 'cluster_2': 7054, 'cluster_3': 1123}",4,2,1,"[0.7125922200272093, 0.9626652522772178, 0.9879213441705562, 1.0]","[3370558.361949418, 2346576.486699567, 960302.6681080067, 471972.3605576426, 314943.56485374976]","[2, 3, 4, 5, 6]","{'cluster_0': 233282, 'cluster_1': 1140855, 'cluster_2': 4909, 'cluster_3': 7789}",4,2,3,"[0.7415615118265974, 0.9640878703009019, 0.9884993888667004, 1.0000000000000002]","[3326351.1834292733, 2126159.4528917535, 1159328.1457371358, 634519.5167221565, 464366.57741242804]","[2, 3, 4, 5, 6]","{'cluster_0': 235832, 'cluster_1': 1144710, 'cluster_2': 5170, 'cluster_3': 1123}",4,3,1,"[0.5932604954284195, 0.7973160704671499, 0.9713122636190967, 0.9908059695750349, 0.9999999999999998]","[4713463.906992443, 3513162.5054842657, 2123303.7393236863, 1180104.707369737, 655325.0103629628]","[2, 3, 4, 5, 6]",10869
50,45319_20230726T153819_20230726T155051_T18TXN_VIS.tif,45319_20230726T153819_20230726T155051_T18TXN_NDWI.tif,45319_20230726T153819_20230726T155051_T18TXN_CLOUD.tif,45319,20230726,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,VT,Bennington,42.91243214,-73.25489001,"Green HWM disc with double headed nail and pink flagging on branch. HWM is on the DS side of birch tree (12 inch diameter) 4 ft from waters edge, ~50 ft from CHCL",stn,2023-07-10 to 2023-07-11,after flood,"{'cluster_0': 660044, 'cluster_1': 256401, 'cluster_2': 5294}",3,0,"{'cluster_0': 669499, 'cluster_1': 246975, 'cluster_2': 5265}",3,1,0,"[0.9507386669969965, 0.9793859456945266, 1.0]","[1454376.1219432696, 650430.4935725038, 381654.2235804878, 259674.25549954298, 180140.30063567756]","[2, 3, 4, 5, 6]","{'cluster_0': 667727, 'cluster_1': 599, 'cluster_2': 248150, 'cluster_3': 5263}",4,2,0,"[0.7130573072664265, 0.9630587730171116, 0.9845395891421247, 1.0000000000000002]","[2628977.78150615, 1455315.9330630284, 651851.0991141254, 383207.1169528614, 261334.08198552477]","[2, 3, 4, 5, 6]","{'cluster_0': 663720, 'cluster_1': 251674, 'cluster_2': 1271, 'cluster_3': 5074}",4,2,2,"[0.7229762437171436, 0.9634279134528563, 0.9847846938321237, 1.0]","[2375958.4384564264, 1435209.9435138116, 749231.2144626393, 486146.8592644388, 381343.27970667835]","[2, 3, 4, 5, 6]","{'cluster_0': 796900, 'cluster_1': 124240, 'cluster_2': 599}",3,3,1,"[0.578383396670127, 0.7783977050409391, 0.9707461966831143, 0.9878278151742289, 0.9999999999999999]","[3297668.4959563273, 2376906.2687460496, 1521186.2886432128, 1241191.4721579468, 487719.4885700035]","[2, 3, 4, 5, 6]",1271
51,45257_20230711T153821_20230711T154201_T18TXP_VIS.tif,45257_20230711T153821_20230711T154201_T18TXP_NDWI.tif,45257_20230711T153821_20230711T154201_T18TXP_CLOUD.tif,45257,20230711,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,VT,Orange,44.12195559,-72.53682722,"Sharpie line on seedline on bottom right corner of door #!3, building F",stn,2023-07-10 to 2023-07-11,during flood,"{'cluster_0': 905258, 'cluster_1': 232556, 'cluster_2': 9003}",3,1,"{'cluster_0': 793848, 'cluster_1': 60667, 'cluster_2': 286756, 'cluster_3': 5546}",4,1,0,"[0.9461680978094839, 0.9848865444039516, 0.9999999999999999]","[1585859.2232808522, 843901.4511257049, 508533.7078808625, 367575.2229727738, 254906.15384032435]","[2, 3, 4, 5, 6]","{'cluster_0': 790886, 'cluster_1': 61195, 'cluster_2': 5553, 'cluster_3': 288850, 'cluster_4': 333}",5,2,0,"[0.7097456272275549, 0.9596427400770271, 0.9886701059091155, 0.9999999999999998]","[2731185.075336997, 1989761.3474875088, 1651480.7580820615, 508993.0668780557, 367745.5039253963]","[2, 3, 4, 5, 6]","{'cluster_0': 867645, 'cluster_1': 253108, 'cluster_2': 4778, 'cluster_3': 21286}",4,2,2,"[0.7257207260904207, 0.9602054339658325, 0.988675843346165, 1.0]","[2721498.400628063, 1583068.7959307018, 1013226.1015852729, 719402.9293567248, 506039.6506721036]","[2, 3, 4, 5, 6]","{'cluster_0': 1017209, 'cluster_1': 129275, 'cluster_2': 333}",3,3,1,"[0.580664846828303, 0.7807116638578174, 0.9681783267542344, 0.990944718536954, 1.0000000000000002]","[3866795.695845816, 2721631.3404493164, 1583324.0173102908, 1013560.884145481, 711285.8696205006]","[2, 3, 4, 5, 6]",4778
52,MNTM3_321_20230726T153819_20230726T155051_T18TXN_VIS.tif,MNTM3_321_20230726T153819_20230726T155051_T18TXN_NDWI.tif,MNTM3_321_20230726T153819_20230726T155051_T18TXN_CLOUD.tif,MNTM3_321,20230726,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,MA,Franklin,42.5802222,-72.5745,"[{""Statement"":""This is a dangerous flood situation. Areas along the reach of the Connecticut River from the Vermont border to Northampton should prepare for widespread flooding. If you are asked to evacuate, do so immediately."",""Value"":44},{""Statement"":""Widespread river flooding is expected from Deerfield and Montague City south through Whately and Sunderland. Take action now to protect life and property. Follow the directions of your emergency management officials. If asked to evacuate, do so immediately."",""Value"":40},{""Statement"":""Flooding will expand into portions of Montague and Greenfield downstream through Sunderland and Whately. Some residential areas may become inundated and localized road closures may be needed."",""Value"":37},{""Statement"":""Flooding will expand into portions of Montague and Greenfield downstream through Sunderland and Whately. Some residential areas may become inundated and localized road closures may be needed."",""Value"":35},{""Statement"":""Flooding of low lying areas outside of levee protection is likely from Greenfield and Montague downstream through Hatfield."",""Value"":33},{""Statement"":""Flooding of low lying areas outside of levee protection is likely from Greenfield through Hatfield."",""Value"":31},{""Statement"":""Flooding of low lying areas outside of levee protection is likely from Greenfield through Hatfield."",""Value"":30},{""Statement"":""Flooding of low lying areas is expected primarily from Montague downstream through Sunderland and Whately."",""Value"":29},{""Statement"":""Minor flooding is expected to overspread some of the farmland along the river from the Vermont border downstream through Hatfield and Hadley. Farming interests should take the necessary precautions to protect livestock and equipment."",""Value"":28}]",gauge,2023-07-11,after flood,"{'cluster_0': 1045753, 'cluster_1': 5731, 'cluster_2': 257551}",3,0,"{'cluster_0': 914243, 'cluster_1': 297814, 'cluster_2': 4353, 'cluster_3': 92625}",4,1,0,"[0.9585265301467479, 0.98532466412625, 1.0]","[1659846.6061475792, 883056.3077536665, 474494.6232772001, 325056.1985488148, 234449.1764564495]","[2, 3, 4, 5, 6]","{'cluster_0': 1043721, 'cluster_1': 5773, 'cluster_2': 255281, 'cluster_3': 4260}",4,2,0,"[0.7189534705913125, 0.9689960760581875, 0.9889935329873564, 0.9999999999999998]","[2968840.034387171, 2191885.73136523, 884036.5664890445, 475858.4217214718, 326620.92534519953]","[2, 3, 4, 5, 6]","{'cluster_0': 1003882, 'cluster_1': 254096, 'cluster_2': 45316, 'cluster_3': 5741}",4,2,2,"[0.7189874946851618, 0.9713683365808943, 0.9889972558603829, 0.9999999999999999]","[2980267.5452365754, 1746826.4848393467, 960028.6036870074, 558011.469170464, 407548.69824198796]","[2, 3, 4, 5, 6]","{'cluster_0': 1068400, 'cluster_1': 44887, 'cluster_2': 195748}",3,3,1,"[0.5752284730939952, 0.8050662849876908, 0.9770993003481268, 0.9911979384043232, 1.0]","[5046629.117006299, 3027764.799495561, 1778331.1692822939, 991655.1546353373, 589841.5259044521]","[2, 3, 4, 5, 6]",46804
53,45141_20230711T153821_20230711T154201_T18TXP_VIS.tif,45141_20230711T153821_20230711T154201_T18TXP_NDWI.tif,45141_20230711T153821_20230711T154201_T18TXP_CLOUD.tif,45141,20230711,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,VT,Windsor,43.58696046,-72.62211878,White USGS HWM disc facing streamward DS 294 ft and 69 ft from LB of Blanchard Rd bridge,stn,2023-07-10 to 2023-07-11,during flood,"{'cluster_0': 262091, 'cluster_1': 650790, 'cluster_2': 34584}",3,1,"{'cluster_0': 260311, 'cluster_1': 35778, 'cluster_2': 651376}",3,1,2,"[0.92422179966916, 0.969729806821424, 0.9999999999999999]","[1191424.1454105028, 714492.8779562664, 484224.88427909266, 335692.4076465295, 244869.0407158542]","[2, 3, 4, 5, 6]","{'cluster_0': 259950, 'cluster_1': 35473, 'cluster_2': 651811, 'cluster_3': 231}",4,2,2,"[0.693865294308435, 0.9433050328553653, 0.9773200706860087, 1.0]","[2138362.818688584, 1656953.5628025774, 715234.010446015, 484728.0073860848, 336602.2627697923]","[2, 3, 4, 5, 6]","{'cluster_0': 261280, 'cluster_1': 36877, 'cluster_2': 771, 'cluster_3': 648537}",4,2,2,"[0.6935340316832239, 0.9435769580980405, 0.977297356823592, 0.9999999999999999]","[2140367.126670239, 1197661.5047585785, 727142.6741732161, 501491.2568255409, 358957.68251077435]","[2, 3, 4, 5, 6]","{'cluster_0': 789303, 'cluster_1': 157391, 'cluster_2': 771}",3,3,2,"[0.5553919089923847, 0.757709753512416, 0.9549672522543962, 0.9818560568593007, 1.0]","[3087289.144905105, 2144490.64807979, 1204229.7934625708, 734931.677860499, 508982.4300457441]","[2, 3, 4, 5, 6]",771
54,44992_20230706T153819_20230706T155055_T18TXN_VIS.tif,44992_20230706T153819_20230706T155055_T18TXN_NDWI.tif,44992_20230706T153819_20230706T155055_T18TXN_CLOUD.tif,44992,20230706,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,VT,Windham,43.22646302,-72.80610164,"West River, upstream side of Rt. 11 bridge, Londonderry, VT",stn,2023-07-10 to 2023-07-11,before flood,"{'cluster_0': 691630, 'cluster_1': 4012, 'cluster_2': 110899}",3,0,"{'cluster_0': 695093, 'cluster_1': 4000, 'cluster_2': 107448}",3,1,0,"[0.9481906710473235, 0.9759617756609573, 1.0]","[1040041.4247866459, 487583.36392826424, 289257.7757871941, 204151.42269083016, 147304.51319838106]","[2, 3, 4, 5, 6]","{'cluster_0': 691823, 'cluster_1': 4013, 'cluster_2': 110432, 'cluster_3': 273}",4,2,0,"[0.7111696777081131, 0.961176505579777, 0.9819775958094138, 1.0000000000000002]","[1846684.6904709244, 1294201.554707971, 488474.9732651174, 290298.11551363324, 205168.7786054598]","[2, 3, 4, 5, 6]","{'cluster_0': 694789, 'cluster_1': 3780, 'cluster_2': 103873, 'cluster_3': 4099}",4,2,3,"[0.7200005812231207, 0.9627123914222538, 0.9825956589653382, 0.9999999999999999]","[1812183.3947293353, 1248939.592294911, 601680.2149821391, 438390.1927195166, 258305.97035542742]","[2, 3, 4, 5, 6]","{'cluster_0': 801650, 'cluster_1': 4618, 'cluster_2': 273}",3,3,0,"[0.5760004663020991, 0.7938039483628656, 0.9701715069839334, 0.986076834693234, 1.0000000000000002]","[2618731.372615172, 1804617.326992833, 1241685.920042946, 613207.1472383342, 407652.7582079902]","[2, 3, 4, 5, 6]",5224
55,45067_20230711T153821_20230711T154201_T18TYN_VIS.tif,45067_20230711T153821_20230711T154201_T18TYN_NDWI.tif,45067_20230711T153821_20230711T154201_T18TYN_CLOUD.tif,45067,20230711,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,VT,Windham,43.18291478,-72.45893264,"Seed line on large (12"" diameter) birch tree",stn,2023-07-10 to 2023-07-11,during flood,"{'cluster_0': 92747, 'cluster_1': 736271, 'cluster_2': 328925}",3,0,"{'cluster_0': 94049, 'cluster_1': 738981, 'cluster_2': 324913}",3,1,0,"[0.9480680777777039, 0.981797381743277, 1.0]","[1292810.6335331951, 772560.8248973191, 529524.985853996, 355834.8327429269, 236939.39395030434]","[2, 3, 4, 5, 6]","{'cluster_0': 92201, 'cluster_1': 740160, 'cluster_2': 323767, 'cluster_3': 1815}",4,2,0,"[0.7133885022336683, 0.9612198616980656, 0.9863498882983049, 1.0]","[2442385.4480485856, 1914081.0020131017, 775621.8590825484, 543843.2803087223, 364670.06029852043]","[2, 3, 4, 5, 6]","{'cluster_0': 203976, 'cluster_1': 917183, 'cluster_2': 36784}",3,2,2,"[0.7674081345376201, 0.9652060707776619, 0.9864978080124698, 1.0]","[2238845.338662466, 1275298.1094537303, 833054.6796183016, 589051.3701159465, 422561.95338222064]","[2, 3, 4, 5, 6]","{'cluster_0': 319663, 'cluster_1': 743085, 'cluster_2': 58653, 'cluster_3': 34727, 'cluster_4': 1815}",5,3,3,"[0.616425392202106, 0.8184295422090629, 0.9721980306978488, 0.9891989105425654, 0.9999999999999999]","[3383841.9944439023, 2407991.6081438414, 1966090.2358336342, 850644.4776756323, 606972.8144317614]","[2, 3, 4, 5, 6]",35695
56,45142_20230706T153819_20230706T155055_T18TXP_VIS.tif,45142_20230706T153819_20230706T155055_T18TXP_NDWI.tif,45142_20230706T153819_20230706T155055_T18TXP_CLOUD.tif,45142,20230706,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,VT,Windsor,43.6226069,-72.52417891,White USGS HWM disc located in pine tree 1.5 ft up from ground. Tree has orange flagging and is facing the shed,stn,2023-07-10 to 2023-07-11,before flood,"{'cluster_0': 31065, 'cluster_1': 1051341, 'cluster_2': 321055}",3,1,"{'cluster_0': 28652, 'cluster_1': 310235, 'cluster_2': 1064574}",3,1,2,"[0.9242697572209995, 0.9792909129160383, 1.0]","[1848834.707388422, 1044978.7946995646, 728514.9560596697, 488638.8901652512, 357503.40200751164]","[2, 3, 4, 5, 6]","{'cluster_0': 28591, 'cluster_1': 1064227, 'cluster_2': 309602, 'cluster_3': 1041}",4,2,1,"[0.6932730308456543, 0.9433994844630078, 0.9844691484291369, 0.9999999999999999]","[3252442.4606411327, 2448607.9768026965, 1047132.0837547639, 730817.1818205735, 491145.53169604164]","[2, 3, 4, 5, 6]","{'cluster_0': 30825, 'cluster_1': 1058940, 'cluster_2': 1537, 'cluster_3': 312159}",4,2,2,"[0.6938602363720545, 0.9437073932017594, 0.9845641461141824, 1.0]","[3254881.9972715722, 1870026.7225602262, 1099393.7381815428, 811623.0204081596, 587125.5585311935]","[2, 3, 4, 5, 6]","{'cluster_0': 204340, 'cluster_1': 1198080, 'cluster_2': 1041}",3,3,1,"[0.5551726903802326, 0.7807362380438433, 0.955063279779542, 0.9876513754248379, 0.9999999999999999]","[4657985.9024912715, 3233151.0617062477, 2428335.282778646, 1226237.7094717463, 937366.4756030125]","[2, 3, 4, 5, 6]",1537
57,45358_20230706T153819_20230706T155055_T18TXP_VIS.tif,45358_20230706T153819_20230706T155055_T18TXP_NDWI.tif,45358_20230706T153819_20230706T155055_T18TXP_CLOUD.tif,45358,20230706,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,VT,Rutland,43.68000807,-73.03732679,HWM disc located on US side of covered bridge on RB in wood structure of bridge wall,stn,2023-07-10 to 2023-07-11,before flood,"{'cluster_0': 228225, 'cluster_1': 28828, 'cluster_2': 929783}",3,1,"{'cluster_0': 324049, 'cluster_1': 7880, 'cluster_2': 66117, 'cluster_3': 788790}",4,1,1,"[0.9558484974843378, 0.9818414897047669, 1.0]","[1448515.9730863085, 827641.4775511218, 493855.52117921377, 323975.0193173854, 237523.81508163532]","[2, 3, 4, 5, 6]","{'cluster_0': 1100963, 'cluster_1': 1199, 'cluster_2': 84674}",3,2,2,"[0.7170581160222669, 0.9669803724299131, 0.9863885831155588, 1.0]","[3401819.919519084, 1448659.3469263604, 828202.3601698921, 494762.69858333207, 325021.85670983675]","[2, 3, 4, 5, 6]","{'cluster_0': 1093033, 'cluster_1': 92331, 'cluster_2': 1472}",3,2,2,"[0.7321897735981033, 0.9674085368800158, 0.9869017649406507, 0.9999999999999999]","[2631636.8994646356, 1428641.2240075716, 1290259.1395251022, 726386.3762319711, 449201.8326695468]","[2, 3, 4, 5, 6]","{'cluster_0': 1101823, 'cluster_1': 83814, 'cluster_2': 1199}",3,3,1,"[0.5858580691234326, 0.7876255956503142, 0.973999376828313, 0.9895252871608821, 1.0]","[3818827.108742357, 2631366.1496412777, 1994734.7376279815, 882992.3196307004, 606043.6903160976]","[2, 3, 4, 5, 6]",1472
58,44929_20230706T153819_20230706T155055_T18TXN_VIS.tif,44929_20230706T153819_20230706T155055_T18TXN_NDWI.tif,44929_20230706T153819_20230706T155055_T18TXN_CLOUD.tif,44929,20230706,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,MA,Franklin,42.41448596,-72.62883903,"USGS Streamgage 01171100 West Brook nr Whately, MA; LEW 90 ft DSB",stn,2023-07-10 to 2023-07-11,before flood,"{'cluster_0': 807277, 'cluster_1': 62351, 'cluster_2': 444919}",3,0,"{'cluster_0': 759082, 'cluster_1': 104556, 'cluster_2': 4420, 'cluster_3': 446489}",4,1,0,"[0.9482895347582283, 0.9756291083339146, 1.0]","[1650787.9754403897, 906279.5742354314, 523293.7470625991, 324818.9599490892, 231072.23891169482]","[2, 3, 4, 5, 6]","{'cluster_0': 815690, 'cluster_1': 437394, 'cluster_2': 2341, 'cluster_3': 59122}",4,2,0,"[0.7116142819453941, 0.9613070969465267, 0.9817267492630025, 1.0000000000000002]","[2965288.910627845, 1650086.5622675382, 906566.6452365601, 523711.1364267011, 325409.9228778616]","[2, 3, 4, 5, 6]","{'cluster_0': 793029, 'cluster_1': 58736, 'cluster_2': 433365, 'cluster_3': 29417}",4,2,3,"[0.7114167118123652, 0.9636395274850373, 0.9827512160398072, 1.0]","[3738758.6134307957, 2216178.4365331526, 1005189.1157148042, 584889.4335464286, 385598.28610729147]","[2, 3, 4, 5, 6]","{'cluster_0': 1058090, 'cluster_1': 2341, 'cluster_2': 254116}",3,3,0,"[0.5694908968891386, 0.8001695627541359, 0.9709154253135501, 0.9862010667766403, 1.0]","[5033184.767032041, 2945535.1440847525, 1763437.6943224776, 1030148.3798930467, 609871.6458732228]","[2, 3, 4, 5, 6]",31878
59,45067_20230726T153819_20230726T155051_T18TYN_VIS.tif,45067_20230726T153819_20230726T155051_T18TYN_NDWI.tif,45067_20230726T153819_20230726T155051_T18TYN_CLOUD.tif,45067,20230726,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,VT,Windham,43.18291478,-72.45893264,"Seed line on large (12"" diameter) birch tree",stn,2023-07-10 to 2023-07-11,after flood,"{'cluster_0': 1015288, 'cluster_1': 209187, 'cluster_2': 24833}",3,0,"{'cluster_0': 1020838, 'cluster_1': 204693, 'cluster_2': 23777}",3,1,0,"[0.943051129879993, 0.9805205109803691, 1.0]","[1539356.882021241, 854678.0304280587, 544463.1281296412, 357224.21231707814, 254237.2503225104]","[2, 3, 4, 5, 6]","{'cluster_0': 1016948, 'cluster_1': 24287, 'cluster_2': 205825, 'cluster_3': 2248}",4,2,0,"[0.7073741357685325, 0.9575051573015589, 0.9853926109586021, 1.0000000000000002]","[2789513.2527164253, 2102180.5153194563, 860680.7166372428, 550622.6682077687, 363895.1627555068]","[2, 3, 4, 5, 6]","{'cluster_0': 988098, 'cluster_1': 201315, 'cluster_2': 37801, 'cluster_3': 22094}",4,2,2,"[0.7092520171512121, 0.9637658000437854, 0.9854195974621939, 1.0]","[2821497.7844254915, 1648506.6745927106, 952885.6755894881, 632192.6084224152, 446919.8948356649]","[2, 3, 4, 5, 6]","{'cluster_0': 1094830, 'cluster_1': 115745, 'cluster_2': 38733}",3,3,2,"[0.5675232642776833, 0.7947479213122327, 0.9710251316824388, 0.9883384629456806, 1.0]","[4070655.656847728, 2862044.1478132643, 1669096.3006408215, 975211.9039295713, 654660.8228574438]","[2, 3, 4, 5, 6]",40828
60,45288_20230706T153819_20230706T155055_T18TXP_VIS.tif,45288_20230706T153819_20230706T155055_T18TXP_NDWI.tif,45288_20230706T153819_20230706T155055_T18TXP_CLOUD.tif,45288,20230706,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,VT,Windsor,43.38146034,-72.63606431,Sharpie line on mudline on right corner of basement garage of 145 Depot St,stn,2023-07-10 to 2023-07-11,before flood,"{'cluster_0': 197037, 'cluster_1': 22389, 'cluster_2': 1098317}",3,1,"{'cluster_0': 1108412, 'cluster_1': 188298, 'cluster_2': 21033}",3,1,2,"[0.94499486203972, 0.982883537081234, 1.0]","[1654341.4423216018, 912986.61525071, 579324.2330907566, 396170.0489540328, 283353.8560012293]","[2, 3, 4, 5, 6]","{'cluster_0': 190697, 'cluster_1': 21557, 'cluster_2': 961, 'cluster_3': 1104528}",4,2,1,"[0.7087591013079647, 0.9587983520997774, 0.9871639788972637, 1.0]","[2972356.975481416, 1655650.3159816528, 915041.2795555651, 581931.4108229948, 398618.69487750414]","[2, 3, 4, 5, 6]","{'cluster_0': 1230142, 'cluster_1': 1932, 'cluster_2': 85669}",3,2,1,"[0.7473907673711953, 0.9593703746668558, 0.9876213502337576, 1.0]","[3331263.970351658, 1483758.9303115297, 856573.8374027563, 618293.7943761591, 462659.2458431601]","[2, 3, 4, 5, 6]","{'cluster_0': 1229162, 'cluster_1': 1926, 'cluster_2': 85694, 'cluster_3': 961}",4,3,1,"[0.5979233524709191, 0.7979556612020844, 0.9675376481953852, 0.9900982913394636, 0.9999999999999999]","[4649757.52057983, 2801764.4820086043, 1488261.2254585703, 861791.271989243, 624050.187409762]","[2, 3, 4, 5, 6]",1932
61,45141_20230726T153819_20230726T155051_T18TXP_VIS.tif,45141_20230726T153819_20230726T155051_T18TXP_NDWI.tif,45141_20230726T153819_20230726T155051_T18TXP_CLOUD.tif,45141,20230726,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,VT,Windsor,43.58696046,-72.62211878,White USGS HWM disc facing streamward DS 294 ft and 69 ft from LB of Blanchard Rd bridge,stn,2023-07-10 to 2023-07-11,after flood,"{'cluster_0': 251334, 'cluster_1': 805430, 'cluster_2': 13858}",3,0,"{'cluster_0': 241654, 'cluster_1': 815330, 'cluster_2': 13638}",3,1,0,"[0.9205942768887131, 0.9640013418169951, 1.0000000000000002]","[1535340.5957969148, 979038.156220034, 601399.6361166248, 386018.6103568719, 279946.69236380403]","[2, 3, 4, 5, 6]","{'cluster_0': 246656, 'cluster_1': 809663, 'cluster_2': 14235, 'cluster_3': 68}",4,2,0,"[0.6905896889085391, 0.940462658816847, 0.9730011118188052, 1.0]","[2605642.0205325596, 2045503.9625988447, 978743.3953029099, 601332.1825770349, 385917.7439324019]","[2, 3, 4, 5, 6]","{'cluster_0': 163517, 'cluster_1': 906628, 'cluster_2': 477}",3,2,2,"[0.706509611495659, 0.9408456171917444, 0.9730904781178145, 0.9999999999999999]","[2604675.275484999, 1448740.568431264, 950280.0452660397, 690699.781470056, 501980.6574516291]","[2, 3, 4, 5, 6]","{'cluster_0': 163491, 'cluster_1': 906628, 'cluster_2': 503}",3,3,2,"[0.5658203057852189, 0.804268650262927, 0.952683359194264, 0.9784789335766934, 1.0000000000000002]","[3674916.7897948734, 2433730.5200808044, 1935218.445791342, 1676226.3602738904, 720340.156279207]","[2, 3, 4, 5, 6]",477
